Sent,Nc-type,Nc-token,sentPrev,sentNC,sentPost,Source
3,centro educativo,centros educativos,O pasado mes de febreiro todos os grupos políticos foron convocados a participar na sesión plenaria do Consello Local da Infancia e da Adolescencia no Concello de Teo.,Esa sesión era froito dunha serie de xuntanzas previas con mozas e mozos de centros educativos teenses nas que se analizaron necesidades en Teo coma o servizo de autobús ou problemas de seguridade viaria.,"Mais, para sorpresa dos populares teenses, a xestión non correu unicamente por conta directa do Concello senón que, ao igual que ocorre coa xestión das reunións parroquiais, tamén se contratou a unha entidade, tal e como mesmamente se detalla na propia web desta.",gl_cc-100
4,centro educativo,centros educativos,As ANPA dos Institutos de Barallobre deberán contratar á cooperativa Vieiro para o transporte do alumnado dos centros.,Esa semella ser a solución máis viábel para permitir a continuidade dos autobuses que enlazan o núcleo urbano de Fene (A Coruña) cos centros educativos.,"A multinacional Arriva interpuxo unha denuncia contra Vieiro, e a Xunta de Galicia conminou á cooperativa a cesar na realización desa ruta, xa que a empresa denunciante ten a concesión do servizo regular de transporte escolar.",gl_cc-100
5,centro educativo,centros educativos,"Durante a clausura da exposición Pergamiño Vindel: Un tesouro en sete cantigas, Feijóo aseverou que, no marco desta mostra, a sociedade viguesa e a galega no seu conxunto, os centros educativos, e os investigadores coñecemos mellor, e máis de preto, un documento clave da nosa historia como pobo.","Ao respecto, resaltou as máis de 50.000 visitas, os máis de 18.000 participantes na programación complementaria ao abeiro desta exposición, e os 400 centros educativos que acudiron a vela.","Así mesmo, e entre as razóns que lle dan un valor histórico a estes seis meses compartidos co Pergamiño Vindel na súa terra, o titular do Executivo galego salientou que con esta mostra os galegos fomos quen de recordar que Galicia é unha terra aberta e de sentir xuntos o que fomos quen de construír colectivamente ao longo dos séculos.",gl_cc-100
6,centro educativo,centros educativos,"A alumna do noso centro, Laura Velasco, de1º A vén de acadar o primeiro premio nunha Liga de Debate provincial organizada pola Fundación Amigos de la Barrera.","O confrontación dialéctica acolleu a seis representantes doutros tantos centros educativos ourensáns en eliminación directa cos temas seguintes: a legalización ou non do botellón, as axudas financeiras ao medio rural e a conveniencia ou non do canon dixital.",O xurado estivo presidido por xuristas e xornalistas de Ourense e estivo coordinado por unha moderadora.,gl_cc-100
7,centro educativo,centros educativos,"Entre elas, demostracións con cociña solar, placas solares fotovoltaicas e vehículos eléctricos.","Estas e outras actividades conformarán ademais un programa específico para escolares, do cal desfrutarán durante os dous primeiros días do certame alumnos de primaria de distintos centros educativos.","Esta área divulgativa tamén contará con material e contidos para adultos, os cales poderán consultar pola súa conta os elementos expositivos e material interactivo ou realizar unha visita guiada cos educadores.",gl_cc-100
8,centro educativo,centros educativos,É imprescindible que se especifique o número de alumnos/as e profesorado asistentes ao concerto.,Unha vez adxudicadas as prazas aos centros educativos indicarase o prazo no que realizará o aboamento de entradas mediante unha transferencia bancaria ou ingreso en conta.,"En caso de non aboarse o importe das entradas na data establecida, as prazas adxudicaranse a outros centros e grupos en lista de espera.",gl_cc-100
9,centro educativo,centros educativos,O Consello da Xunta deu o visto e prace ao proxecto complementario para a mellora das infraestruturas de seguridade do centro,A Consellería de Educación dotará 35 centros educativos de Pontevedra de 1.667 ordenadores ultraportátiles para o desenvolvemento do proxecto Abalar o vindeiro curso,"O delegado territorial da Xunta en Pontevedra, José Manuel Cores Tourís, presentou aos directores dos centros pontevedreses a estratexia de implantación das TIC no sistema...",gl_cc-100
10,centro educativo,centros educativos,"Non obstante, o profesorado mostrou, ata o momento, moitas dificultades para atender os desafíos profesionais xerados polos novos contornos, de maneira que, en lugar de aproveitar o seu potencial innovador, soen adaptalos aos usos da ensinanza tradicional.","Se o obxectivo político que dirixe a inversión económica realizada para dotar de TIC aos centros educativos é posibilitar a satisfacción das demandas da sociedade do coñecemento, ben pode afirmarse que existen serios atrancos para logralo.","A análise desta situación e a busca de alternativas para orientala noutra dirección, transfórmanse en prioridades.",gl_cc-100
11,centro educativo,centros educativos,Paralelamente tamén se melloraron as infraestruturas da información existentes.,"Deste xeito creáronse unha serie de parques tecnolóxicos por toda a rexión, conectando a través da fibra óptica de gran capacidade estes nodos tecnolóxicos cos centros educativos superiores.",A difusión deste programa non só se fixo en Irlanda senón que tamén se estableceron oficinas permanentes de información noutros países como USA (New York e California).,gl_cc-100
12,centro educativo,centros educativos,"O edil de medio ambiente, que interviña na sesión como responsable precisamente do departamento máis vinculado ao tema de debate, salientaba que teñen en marcha diferentes campañas e iniciativas que buscan mellorar o aproveitamento da auga e fomentar o consumo responsable.",Aproveitaba a súa intervención para convocar aos centros educativos a participar nun concurso de reciclaxe de aceite.,"Así, o centro que máis aceite recolla antes de que acabe o curso será o que decida a que ONG, institución ou asociación se destinan os 2.000 euros procedentes da Xunta de Galicia e que se lle conceden aos concellos que incremente un 10% a cantidade de plásticos recollidos nos colectores amarelos.",gl_cc-100
13,centro educativo,centros educativos,A guía para a prevención e a actuación ante a violencia de xénero no ámbito educativo pretende ser un manual para a formación do profesorado destinado a mellorar os seus coñecementos e capacidades para a intervención desde dito ámbito na loita contra a violencia de xénero.,"A coeducación como estratexia preventiva ante a violencia de xénero, é un tema imperioso que necesita do seu traballo nos centros educativos.",Moitas veces se ten en conta para determinados aspectos pero non se traballa de forma rigurosa.,gl_cc-100
14,centro educativo,centros educativos,"A sesión contou coa presenza da directora do Centro de Información ás Mulleres, Montserrat González, que estivo acompañada polo alcalde, Félix Juncal; a concelleira de igualdade, Ana Isabel Otero e o concelleiro de urbanismo, Martín Villanueva.","O portavoz do PP Manuel Santos e representantes dos centros educativos, das ANPAS e do centro de saúde tamén participaron.","Durante o encontro incidiuse en que o plan será unha ferramenta realista, con accións que se debe desenvolver en diferentes campos, incidirase na educación como chave para cambiar a mentalidade social e mellorar a coordinación entre todos os axentes implicados na loita contra a violencia de xénero.",gl_cc-100
1,centro neurálxico,centro neurálxico,"A Deputación de Ourense colabora con esta proba deportiva que transcorrerá polo municipio de Piñor a cal “permitirá gozar aos asistentes, ademais dun evento deportivo, das excelencias turísticas e gastronómicas que ofrece Piñor e a súa bisbarra”, afirmou Rosendo Fernández.","Pola súa banda, Ignacio Davila explicou o desenvolvemento da proba, que terá como “centro neurálxico” o campo de fútbol de Grobas.","Na xornada do sábado “a primeira pasada será as 12.15 horas, e posteriormente faranse dúas máis.",gl_cc-100
2,centro neurálxico,centro neurálxico,"Dezaseis foron os países participantes -Australia, Portugal, Canadá, Suiza, Francia, Angola, EUA, Turquía, Chipre, Brasil, Italia, España, Perú, Reino Unido, Grecia e Dinamarca-, algúns deles en réxime de coprodución.","Se ben o auditorio da Casa da Cultura, centro neurálxico do certame, foi o principal espazo de proxección dos filmes concursantes, outros lugares da contorna contaron coa presenza de filmes fóra desta sección.","Así, as freguesías de Lamas de Mouro e Castro Laboreiro, no seu auditorio e centro cívico, respectivamente, e as de Cristóval (São Gregório) e Parada do Monte e o concello de Arbo, en Galicia, en sesións ao ar libre nas súas prazas principais, puderon tamén participar do festival.",gl_cc-100
3,centro neurálxico,centro neurálxico,"Bebendo dos éxitos do Womex o Terra da Fraternidade torna en pórtico das celebracións da capital galega para reivindicar a cidade como ""terra de acollida"" a través da mestura de ritmos galegos e do resto do mundo.","Coa Praza da Quintana como centro neurálxico a primeira voz que clamou por esa fraternidade foi a de Mercedes Peón, cun ecléctico repertorio de raíces galegas e expansión universal.","A que tamén é unha das grandes recolectoras da música tradicional galega vai acompañada desta volta polos polacos Warsaw Village Band, cos que compartiu o disco Sun celebration en 2016, e mais polas pandereiteiras bergantiñás de Raigaña.",gl_cc-100
4,centro neurálxico,centro neurálxico,"E nos establecementos hostaleiros, nos que nunca falta unha recomendación para probar as colleitas da terra.","Este ano a declaración de Cambados como Cidade Europea do Viño converte o val do Salnés, a subzona da Denominación de Orixe Rías Baixas de maior extensión, en centro neurálxico da cultura do viño.","Na marxe esquerda da ría de Arousa e ao nivel do mar, os seus viños teñen corpo propio.",gl_cc-100
5,centro neurálxico,centro neurálxico,"A Praça do Comércio (""Praza do Comercio"", máis coñecida por Terreiro do Paço), foi o terreo onde se asentou o Palacio Real de Lisboa durante máis de 200 anos.","É unha das máis importantes prazas de Lisboa, cunha gran vista ao estuario do río Texo, ademais de ser o centro neurálxico da cidade.","En 1511, D. Manuel I cambiou a súa residencia desde o Castelo de San Xurxo a este lugar á beira do Texo.",wiki
6,centro neurálxico,centro neurálxico,"Popularmente, cóntase que o nome da localidade provén da contracción de ""sa illa"", en galego ""a illa"", nome que lle darían os primixenios poboadores, ao estar asentado o casal nun istmo sobre a albufeira de Valencia.","O casal de Silla foi dado polo rei Xaime I o 15 de xaneiro de 1233 á Orde de Sant Joan de l'Hospital, sendo Mestre desta, Hugo de Fullaquer quen conquistou a torre árabe, centro neurálxico de Silla que pasou despois á Orde de Montesa.","No ano 1317 acabou o dominio en Silla da orde do Hospital, pasando a formar parte da orde de Santa María de Montesa e continuando baixo este dominio até o ano 1837 que se produce a desamortización de Mendizábal e en consecuencia a desaparición de prerrogativas e as propiedades.",wiki
7,centro neurálxico,centro neurálxico,A dinastía Wei e a dinastía Jin tamén se estableceron en Luoyang.,"Durante varios séculos, Luoyang foi o centro neurálxico de China.","Con todo, o fin da dinastía Jin trouxo a destrución á cidade.",gl_cc-100
8,centro neurálxico,centro neurálxico,"A secretaria xeral para o Turismo, Mª Carmen Pardo López, inauguro en Lalín a nova oficina de información turística desta localidade, nun acto no que estivo acompañada polo alcalde da localidade, Xosé Crespo, e o concelleiro de Turismo, Nicolás Varela, e no que salientou a importancia de seguir apostando polas potencialidades que ofrece o turismo interior na nosa comunidade.","Carmen Pardo afirmou que a capital do Deza, un dos municipios máis importantes da comunidade e “verdadeiro quilómetro cero de Galicia”, é tamén “un auténtico centro neurálxico grazas á equidistancia respecto ás principais cidades galegas e ás excelentes comunicacións por estrada e autoestrada, o que o converte nun lugar idóneo para o turismo”.","O conselleiro do Medio Rural, Samuel Juárez, asistiu na localidade ourensá de Allariz á Xornada divulgativa sobre a carne de raza ovella galega.",gl_cc-100
